Respondent ID,Select your industry.,,Select your company size.,In which global region are your business headquarters?,Select the closest option to your current job title.,,Has your organization increased the use of open source software over the last year?,"Which categories of open source software has your organization invested in the most in terms of projects, budget, and resources? (please pick top 5)",,,,,,,,,,,,,,,,,,What are the top reasons your organization uses open source software? (please pick top 3),,,,,,,,,,,,,What are your organization’s support challenges while using open source software?,,,,,,,,,,,Which of these open source Linux distributions does your organization use today to support your software infrastructure? (select all that apply),,,,,,,,,,,,,,,,Which of these open source infrastructure technologies does your organization use today to support your software infrastructure? (select all that apply),,,,,,,,,,,,,,,,,,,,,,,"On a scale of 1-10, with 10 being highest level of impact, how much did the Red Hat decision regarding source code availability for derivative distributions impact your infrastructure planning for 2024?",Please elaborate on why you selected that ranking.,Which of these cloud-native open source technologies does your organization use today? (select all that apply),,,,,,,,,,,,,,,,,,,,,,,Which open source frameworks does your organization use to build applications today? (select all that apply),,,,,,,,,,,,,,,,,,,,,,,,,,,,What is your organization's plan if there are newly disclosed vulnerabilities (CVEs) in Angular.js?,,Which technologies  does your organization use to build applications today? (select all that apply),,,,,,,,,,,,,,,,,,,,,,Which open source data technologies does your organization use today? (select all that apply),,,,,,,,,,,,,,,,,,,,,,,,,What are the main support challenges with the open source data technologies your organization is using? (Please pick your top 5.),,,,,,,,,,Which open source infrastructure automation and configuration tools does your organization use today? (select all that apply),,,,,,,,,,,,,,,,Which open source DevOps tools does your organization use today? (select all that apply),,,,,,,,,,,,,What are the main support challenges with the open source software your organization uses for CI/CD? (Please pick your top 3.),,,,,,,Which open source security tools does your organization use today? (select all that apply),,,,,,,,,,,,,,,,,,,,,,,,,,,Which is the most business-critical open source software in your organization? Please specify.,How are you addressing the shortage of open source software skills? (please pick top 3),,,,,,,,How would you describe the level of open source maturity in your organization (select all that apply)?,,,,,,,,,,Do you or your organization sponsor any of the following open source non-profit organizations? (Please select all that apply),,,,,,,,,,,,,,,,,
1.1445E+11,Technology,,Early-stage startup,North America,Developer/Engineer,,"No, it remained the same",,,Cloud and container technologies,,,Desktop and personal productivity,,Frameworks and tooling for AI/ML/DL,,,,,Operating Systems,,,Software Development Life Cycle (SDLC) tools,,,,,To modernize technology stack,,,,,,,,,,,Not Challenging,Not Challenging,Not Challenging,Not Challenging,Not Challenging,Not Challenging,Not Challenging,Not Challenging,Not Challenging,Not Challenging,Not Challenging,AlmaLinux,Alpine Linux,Amazon Linux,Arch Linux,CentOS,CentOS Stream,Debian,Fedora,Kali Linux,Linux Mint,Navy Linux,OpenSUSE,Oracle Linux,Rocky Linux,Ubuntu,,,,,,,,,,,,,,Eclipse Jetty,,,,,,,,,,,1,,,,Docker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ExpressJS,,,,,,.NET 5,,,,,,,,,,,,,,,,,Eclipse IDE,,,,,,,,,,,,,,,,,,,,,Apache Kafka,,,,,,,,,,,,,,,,,,,,,,,Personnel experience and proficiency,,,,,,,,,,,,,,,,,,,,,,,,I'm not using any,,,,,,,,,,,,Not using any,,,,,Keeping up with updates and patches,,,,,,,,,,,,,,,,OSQuery,,,,,,,,,,,,,,,Eclipse,,,,,Delaying projects with new open source technologies,,,,,Has open source security policies or compliance,,,,,,,,,,,,,,,,,Free Software Foundation,,,,,,,,,
1.1445E+11,Consulting or Professional Services,,"More than 5,000 employees",Asia,Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1445E+11,Education or Research,,Early-stage startup,Asia,Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1445E+11,"Banking, Insurance, or Financial Services",,"More than 5,000 employees",Africa,System Administrator,,"Yes, significantly",Analytics,,,,,,,,,,,,,,,,,,Functionality available to improve development velocity,,,,,,,,,,,,,Not Challenging,,,,,,,,,,,,,Amazon Linux,,,,,,,,,,,,,,,,,,,,,,Apache TomEE,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Nomad,,,,,,,,,,,,,,,,,,Eclipse Vert.x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Node.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1445E+11,Other (please specify),self study,Early-stage startup,Asia,Other (please specify),for self study,"No, it remained the same",,,,,,,,,,,,,,,,,,web development,,,,,,,,,,,,,for study,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,,,,,,,Debian,,,,,,,,,windows,,,,,,Apache HTTP,,,,,,,,,,,,,,,,,,4,,,,,,Eclipse JKube,,,,,,,,,,,,,,,,,,,,Angular.js,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1445E+11,Consulting or Professional Services,,100 to 499 employees,Latin America,Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1445E+11,Education or Research,,Early-stage startup,Asia,Developer/Engineer,,"No, we reduced the use of open source",,,,,,,,,,,,,,,,Software Development Life Cycle (SDLC) tools,,,,,To modernize technology stack,,,"No license cost, overall cost reduction",,,,,Open standards and interoperability,,,Challenging,,,,,,,Somewhat Challenging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1445E+11,Technology,,"More than 5,000 employees",North America,Manager / Director,,"Yes, significantly",,,Cloud and container technologies,,Databases and data technologies,,DevOps / GitOps/ DeveSecOps tooling,,,,,,Operating Systems,Programming languages and frameworks,,,,,Functionality available to improve development velocity,,,,"Fast moving / constant enhancements, releases, and patches",,,,,"Ability to contribute to, and influence direction of, open source projects",,,,Not Challenging,Not Challenging,Somewhat Challenging,Not Challenging,Not Challenging,Somewhat Challenging,Challenging,Not Challenging,Not Challenging,Not Challenging,Not Challenging,,,,,,,Debian,,,,,,,,Ubuntu,Mariner,ActiveMQ,,,,,,,Apache Tomcat,,Eclipse GlassFish,,Jakarta EE,Eclipse Jetty,,,,,,,,,,,0,Supporting all main LInux distros,,,,Eclipse Che,,,,,,,Kubernetes,,,,,,,,,,Rancher,,,Angular 2 or newer,Angular.js,Django,,,Jakarta EE,,,Eclipse Scout,,,ExpressJS,Flask,,JQuery,,,.NET 5,.NET Framework/Core,PyTorch,React.js,,,Spring/Spring Boot,,TensorFlow,,,,,C#,C/C++,,,Eclipse IDE,Eclipse OpenJ9,,Go,JavaScript,,,Node.js,OpenJDK,,Perl,PHP,Python,R,,Rust,,,,,Apache Hadoop,Apache Kafka,,Apache Spark,Cassandra,,CouchDB,ElasticSearch,,Grafana Loki,,,MariaDB,MongoDB,MySQL,,,PostgreSQL,Redis,SQLite,,,,,,,,Scalability issues,,,Crashes or going offline,,,Puppet,Ansible,Chef,Salt,Terraform,Rancher,,,,Helm,,,,,,,,,,,Jenkins,Jenkins X,,,,,Not open source CI/CD tool,,,,,,Keeping up with updates and patches,,,Securing pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,I Don't Know,,Linux distros running cloud infra,Hiring experienced professionals,Providing internal or external training,,,,,,,Performs security scans to identify vulnerabilities in open source packages,Has open source security policies or compliance,Generates software bill of materials (SBOMs),Has experts for different open source technologies,Develops some new open source software in public git repos,Open sources previously closed source software,Has a legal team familiar with open source licensing,Contributes to open source projects and open source organizations,Has Innersource projects,Has an Open Source Program Office,,​​Eclipse Foundation​​     ​,Apache Software Foundation,,,Linux Foundation (or any of its foundations),​​​Python Software Foundation​​,,,,,,Open Infrastructure Foundation,,,Individual open source projects or maintainers,,
1.1445E+11,Technology,,Under 100 employees,Europe,C-Suite,,"No, it remained the same",,,,,,Desktop and personal productivity,,,,,,,,,Security tools,,,,,,To modernize technology stack,,,"No license cost, overall cost reduction",,To reduce vendor lock-in,,,,,,Somewhat Challenging,Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Not Challenging,Somewhat Challenging,,,Somewhat Challenging,,,,,,CentOS,,Debian,,,,,,,,Ubuntu,RedHat,,,,,,,,,,,,,,,,,Eclipse Temurin,,,Keycloak,NGINX,,,1,,,,Docker,,,,,,,,,,,,,,,,Prometheus,,,,,,,,,Eclipse Equinox,,,,,Eclipse Vert.x,,,,,,,,,,,,,,,,,Vue.js,,,,,,Eclipse Adoptium/Temurin,,,,,,JavaScript,,,,OpenJDK,,,,Python,,,,,,,,,Apache Kafka,Apache Solr,,Cassandra,CockroachDB,,ElasticSearch,,,Hazelcast,InfluxDB,,,,,,PostgreSQL,,,,,,,Personnel experience and proficiency,,,Scalability issues,,,,,,,Ansible,,Salt,Terraform,,,,,,,,,,,,,,,GitLab,Jenkins,,,,,,,,,,Personnel experience and proficiency,"Installation, upgrades, and configuration issues",,,,,,,,,,,,,,Nmap,,,,,,OWASP Dependency-Track,PfSense,,,,,,,,,,,BlueMind,Hiring experienced professionals,,,,,,,,,,,Has experts for different open source technologies,Develops some new open source software in public git repos,,Has a legal team familiar with open source licensing,Contributes to open source projects and open source organizations,,,,,,,,,,,,,,,,,,,,"Cnll, Systematic, April, OW2"
1.1445E+11,Education or Research,,100 to 499 employees,Latin America,System Administrator,,Yes,,,Cloud and container technologies,,Databases and data technologies,,,,,,,,,,,,,"LibreOffice, Nextcloud",,,,,,"No license cost, overall cost reduction",,To reduce vendor lock-in,Community-oriented and transparent,,,,,Not Challenging,Somewhat Challenging,Not Challenging,Not Challenging,Somewhat Challenging,Not Challenging,Not Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Not Challenging,,,,,,,,,,Linux Mint,,,,,Ubuntu,,,,,,,Apache HTTP,,,,,,,,,,,,,,,NGINX,,,1,We were not directly affected by that decision yet.,,,Docker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JQuery,,,.NET 5,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,,,,,,,,MariaDB,,,,,PostgreSQL,,SQLite,,,,Not enough personnel,Personnel experience and proficiency,"Installation, upgrades, and configuration issues",,,,Backups and recovery,,,Lack of documentation,,,,,,,,,,,,,,,,I'm not using any,,,,GitLab,,,,,,,,,,Not enough personnel,,,,,Logging and auditing,Securing pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,OPNSense,Nextcloud,,Providing internal or external training,,,,,,,,,,,,,,Contributes to open source projects and open source organizations,,Has an Open Source Program Office,,,,,,,,,,,,,,,,Individual open source projects or maintainers,,
1.1445E+11,Other (please specify),Web Design and Implementation,Under 100 employees,Europe,Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1445E+11,Nonprofit,,Under 100 employees,Europe,Manager / Director,,"No, it remained the same",,,,,,Desktop and personal productivity,DevOps / GitOps/ DeveSecOps tooling,,,Networking,,,Operating Systems,,,Software Development Life Cycle (SDLC) tools,,,,,,,,,,,Community-oriented and transparent,"Ability to contribute to, and influence direction of, open source projects",Open standards and interoperability,,,Challenging,Challenging,Challenging,Not Challenging,Not Challenging,Not Challenging,Somewhat Challenging,Not Challenging,Somewhat Challenging,Not Challenging,Somewhat Challenging,,,,,,,Debian,,,,,,,,Ubuntu,,,,,,,Apache HTTP,,Apache Tomcat,,,,,Eclipse Jetty,,,,,,,,,,,0,We never used RedHat,,,Docker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring/Spring Boot,,,,,,,,,,,Eclipse IDE,,,,JavaScript,,,,OpenJDK,,,,,,,,,,,,,,,,,,,,,,,,MariaDB,,MySQL,,,,,,,,,,Personnel experience and proficiency,"Installation, upgrades, and configuration issues",,,,,,,,,,,,,,,,,,,,,,,I'm not using any,,,,GitLab,Jenkins,,,,,,,,,,,"Installation, upgrades, and configuration issues",,,,,,,,,,,Maven version plugin,,,,,,,,,,,,,,,,,,,,,Gitlab,Hiring experienced professionals,,,Hiring third party companies to do the job,,,We don't have a skills shortage,,,,,Has experts for different open source technologies,Develops some new open source software in public git repos,,,Contributes to open source projects and open source organizations,,,,,,,,,,,,,,,,,,Individual open source projects or maintainers,,
1.1445E+11,Education or Research,,Early-stage startup,Asia,Architect,,"No, we reduced the use of open source",,,,,,,,,,,,,,,Security tools,,,,,,,,"Fast moving / constant enhancements, releases, and patches",,,,,,,,,Challenging,Challenging,Challenging,Challenging,Challenging,Challenging,Challenging,Challenging,Challenging,Challenging,Challenging,,,,,,,,,,,,,,Rocky Linux,,,,,,,,,,,,,,,,,,,Eclipse Temurin,,,,,,,3,,,,Docker,,,,,,,,,,,,,,,,,,,,,,,,,,Jakarta EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,MariaDB,,,,,,,,,,,,,,,,,,,,Lack of documentation,,,,,,,,,,,,,,,,I'm not using any,,,,,Jenkins,,,,,,,,,Not enough personnel,,,,,,,,,CodeQL,,,,,,,,,,,,,,,,,,,,,,,,,safety,,Providing internal or external training,,,,,,,,,,,Develops some new open source software in public git repos,,,,,,,,,,,,,,,,GNOME Foundation,,,,,,,
1.1445E+11,Telecommunications,,"More than 5,000 employees",Europe,Architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1445E+11,Consulting or Professional Services,,Under 100 employees,Africa,Manager / Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1445E+11,Technology,,"More than 5,000 employees",Europe,Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1445E+11,Technology,,Early-stage startup,Latin America,Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14449E+11,Education or Research,,"More than 5,000 employees",North America,Manager / Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14449E+11,"Vehicle, Transportation, or Logistics",,"500 to 5,000 employees",Europe,Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14444E+11,"Banking, Insurance, or Financial Services",,"More than 5,000 employees",Asia,System Administrator,,"No, we reduced the use of open source",,Blockchain,,,,,,,,,,,,,,,,,,,To modernize technology stack,,,,,,,,,,,,Not Challenging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14449E+11,"Banking, Insurance, or Financial Services",,"More than 5,000 employees",Africa,System Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14449E+11,Technology,,"More than 5,000 employees",Asia,Developer/Engineer,,Yes,,,Cloud and container technologies,,,,DevOps / GitOps/ DeveSecOps tooling,Frameworks and tooling for AI/ML/DL,,,Observability tools,,,,Security tools,,,,,,,,"Fast moving / constant enhancements, releases, and patches",,,To reduce vendor lock-in,,,Open standards and interoperability,,,Somewhat Challenging,Not Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,Somewhat Challenging,,Alpine Linux,,Arch Linux,CentOS,,Debian,Fedora,,,,OpenSUSE,,,Ubuntu,,,,,,,,,Apache Tomcat,,,,,,,,,,,,,NGINX,,,5,Not much lockin,,Containerd,,,,,Etcd,Istio,,,Kubernetes,,,,,OKD (Open source OpenShift),,Podman,Prometheus,,,,,Angular 2 or newer,,,,,,,,,,,ExpressJS,Flask,,JQuery,,,.NET 5,.NET Framework/Core,PyTorch,React.js,,Ruby on Rails,Spring/Spring Boot,,TensorFlow,,,,,C#,C/C++,Eclipse Adoptium/Temurin,,Eclipse IDE,Eclipse OpenJ9,,Go,JavaScript,Julia,Kotlin,Node.js,OpenJDK,Oracle Java,Perl,PHP,Python,R,Ruby,Rust,Swift,,,Apache Flink,Apache Hadoop,Apache Kafka,Apache Solr,Apache Spark,Cassandra,CockroachDB,CouchDB,ElasticSearch,Fluentd,,,InfluxDB,MariaDB,,MySQL,Neo4j,,PostgreSQL,Redis,SQLite,,,,,,,Keeping up with updates and patches,,Distributed computing,Backups and recovery,Crashes or going offline,Commercial support cost,,Puppet,Ansible,Chef,Salt,Terraform,,,Kubeadm,,Helm,Zabbix,,Pulumi,,,,Argo CD,,,GitLab,Jenkins,,,Tekton,Travis CI,,,,,,,"Installation, upgrades, and configuration issues",,,Logging and auditing,Securing pipelines,,,,,Dependabot,Falco,,,,,,,,,,OWASP Dependency-Track,,,,Syft and Grype,,Trivy,,,ZAP,,,kubernetes,Hiring experienced professionals,Providing internal or external training,Hiring external consultants/contractors,,,,,,Performs security scans to identify vulnerabilities in open source packages,Has open source security policies or compliance,Generates software bill of materials (SBOMs),Has experts for different open source technologies,,,Has a legal team familiar with open source licensing,Contributes to open source projects and open source organizations,,,Open Source Initiative (OSI),,Apache Software Foundation,,,Linux Foundation (or any of its foundations),,,,,,,,,,,,
1.14449E+11,Education or Research,,"500 to 5,000 employees",Europe,System Administrator,,Yes,Analytics,,Cloud and container technologies,,,Desktop and personal productivity,DevOps / GitOps/ DeveSecOps tooling,,,,,,,Programming languages and frameworks,,,,,,Access to innovations and latest technologies,,,,"No license cost, overall cost reduction",,To reduce vendor lock-in,,,,,,Not Challenging,Challenging,Somewhat Challenging,Somewhat Challenging,Not Challenging,Not Challenging,Challenging,Somewhat Challenging,Not Challenging,Not Challenging,Not Challenging,,,,,,,Debian,,,,,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,Keycloak,NGINX,,,0,We‘re not directly involved with RedHat OS products.,,Containerd,Docker,,,,,,,,Kubernetes,,,,,,,,Prometheus,,,,,,Angular.js,,,,,,,,,,,,,,,,,,,,,,,,,,,Look for a vendor that provides fixes for Angular.js CVEs,,,,,,,,,Go,JavaScript,,Kotlin,,OpenJDK,,,,Python,,,,Swift,,,,,,,,,,,,,Grafana Loki,,,MariaDB,,,,,PostgreSQL,,,,,,,,"Installation, upgrades, and configuration issues",Keeping up with updates and patches,,,,,,,,Ansible,,,Terraform,,,,,,,,,OpenTofu,,,,,,GitLab,Jenkins,,,,,,,,,,Personnel experience and proficiency,"Installation, upgrades, and configuration issues",Keeping up with updates and patches,,,,,,,,,,,Metasploit,,,,,,,,,,,,,,,,,,,,Proxmox VE,,Providing internal or external training,,,,,,,Performs security scans to identify vulnerabilities in open source packages,,,,,,,Contributes to open source projects and open source organizations,,,,,,,,,,,,,,,,,,,I don’t know,
1.14449E+11,"Vehicle, Transportation, or Logistics",,100 to 499 employees,Europe,Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14449E+11,Technology,,Under 100 employees,Europe,Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14449E+11,Education or Research,,Early-stage startup,Asia,Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
